台湾,#genre#
RTI国语,http://streamak0138.akamaized.net/live0138lh-mbm9/_definst_/rti3/playlist.m3u8
飞特电台,https://phate.io/listen.ogg
ICRT,https://live.leanstream.co/ICRTFM-MP3
台湾好歌声,https://www.youtube.com/@Musicboxgood22/live
广东流行大热,https://www.youtube.com/watch?v=9Z11gn-lDSQ&ab_channel=warnermusichk
幼儿歌曲 粤语,https://www.youtube.com/watch?v=J1B76KUXJ2U&ab_channel=%E5%98%89%E8%8A%99%E5%A7%90%E5%A7%90-%E5%85%92%E6%AD%8C%E7%AB%A5%E8%AC%A0-%E6%95%85%E4%BA%8B%E5%8B%95%E7%95%AB-MissKaFooKidsChannel
滚石现场︱经典神曲,https://www.youtube.com/watch?v=ZN9lk0OQ33k&ab_channel=%E6%BB%BE%E7%9F%B3%E7%8F%BE%E5%A0%B4ROCKLIVE
滚石现场︱线上好声音,https://www.youtube.com/watch?v=TJkUcmEyNaQ&ab_channel=%E6%BB%BE%E7%9F%B3%E7%8F%BE%E5%A0%B4ROCKLIVE
乡亲广播电台,https://www.youtube.com/@CBC919/live
Eight FM,https://www.youtube.com/watch?v=o1ipHJUfFTM&ab_channel=EightFM
947 Live,https://www.youtube.com/watch?v=836fayyb4LM&ab_channel=947Joburg
Kfm 94.5,https://www.youtube.com/watch?v=T3J1tRaNVoE&ab_channel=Kfm94.5
TBS eFMh,https://www.youtube.com/watch?v=i2pC0RRyGMg&ab_channel=TBSeFM101.3MHz
8FM,https://www.youtube.com/watch?v=o1ipHJUfFTM&ab_channel=8FM881
阿里郎电台,https://www.youtube.com/watch?v=P1fX2GGdVS0&ab_channel=ArirangRadioK-Pop
ALL THE K-POP,https://www.youtube.com/@ALLTHEKPOP/live
THE K-POP,https://www.youtube.com/watch?v=JVocS7Yftw8&ab_channel=THEK-POP
THE K-POP2,https://www.youtube.com/watch?v=jCg2DzrukDo&ab_channel=THEK-POP2
THE STAGE BIG PLEASURE,https://www.youtube.com/watch?v=kkYJQZwgwXM&ab_channel=THEK-POP2
网路流行音乐电台,https://www.youtube.com/watch?v=IfNMuFqKBWs&ab_channel=%E8%A6%AA%E8%A6%AA2o%E9%9F%B3%E6%A8%82L%C3%AEv%C3%8B%E3%80%90%E4%B8%AD%E6%96%87%E9%9F%B3%E6%A8%82%E3%80%91
♫西洋流行音乐电台 English PoP Radio -24hr ♫,https://www.youtube.com/@user-or2gg5sd9y/live
流行歌曲英文,https://www.youtube.com/watch?v=--XEBsBP1AM&ab_channel=%E5%BE%88%E7%81%AB%E7%9A%84%E8%8B%B1%E6%96%87%E6%AD%8C
2023流行歌曲,https://www.youtube.com/watch?v=NbE0YLH-9iU&ab_channel=Douyinsong2023
kozypop radio,https://www.youtube.com/watch?v=w0rhmlE_8-s&ab_channel=KozyPop
KING AMUSEMENT CREATIVE,https://www.youtube.com/watch?v=4FBW3mkdKOs&ab_channel=%E3%80%8CKINGAMUSEMENTCREATIVE%E3%80%8D%E5%85%AC%E5%BC%8F%E3%83%81%E3%83%A3%E3%83%B3%E3%83%8D%E3%83%AB
韩国地下电台,https://www.youtube.com/watch?v=IUT1qAhMY4w&ab_channel=MellowbeatSeeker
华语经典元宇宙,https://www.youtube.com/watch?v=ZxluW--lZpk&ab_channel=TimelessMusic
外国歌曲热门🏖️ 流行歌曲免费收听,https://www.youtube.com/watch?v=uYy8Azpjk3A&ab_channel=QueenHouse-%D0%A1%D0%B0%D0%BC%D1%8B%D0%B5%D0%9F%D0%BE%D0%BF%D1%83%D0%BB%D1%8F%D1%80%D0%BD%D1%8B%D0%B5%D0%9F%D0%B5%D1%81%D0%BD%D0%B8
EDM 最佳音乐组合,https://www.youtube.com/watch?v=i1kyii0IYOI&ab_channel=EDMforLife
Pop Music,https://www.youtube.com/watch?v=pimq2OvTovY&ab_channel=RadioHitsMusic
Rap Live Radio,https://www.youtube.com/watch?v=05689ErDUdM&ab_channel=UPROXXMusic
The Good Life Radio,https://www.youtube.com/watch?v=36YnV9STBqc&ab_channel=TheGoodLifeRadioxSensualMusique
Hits Radio 1,https://www.youtube.com/watch?v=HQtFR3mhzOY&ab_channel=RadioHitsMusic
Hits Radio 1 Top,https://www.youtube.com/watch?v=uNd5kvrGHjk&ab_channel=RadioHitsMusic
Pop Rock Radio,https://www.youtube.com/watch?v=XnUNOaxw6bs&ab_channel=BestofMix
Radio 2000s Mix,https://www.youtube.com/watch?v=py-W_wHQK-w&ab_channel=BestofMix
Radio 90s Mix,https://www.youtube.com/watch?v=1Ep2eiM5X9U&ab_channel=BestofMix
Pop Mix Radio,https://www.youtube.com/watch?v=CyfxBf9j2kU&ab_channel=BestofMix
2023年最佳嘻哈和Trap音乐,https://www.youtube.com/watch?v=ixHqXnwNuUw&ab_channel=GymMusic
Nightcore Radio,https://www.youtube.com/@Cherriexin/live
  
风景,#genre#
基隆和平岛,https://www.youtube.com/@user-qj4xl3kx9g/live
台北大稻埕码头,https://www.youtube.com/watch?v=Ndo_8RuefH4&ab_channel=TaipeiTravelLiveCam%E5%8F%B0%E5%8C%97%E8%A7%80%E5%85%89%E5%8D%B3%E6%99%82%E5%BD%B1%E5%83%8F
台北碧山岩,https://www.youtube.com/watch?v=uvwfYzwY8tg&ab_channel=TaipeiTravelLiveCam%E5%8F%B0%E5%8C%97%E8%A7%80%E5%85%89%E5%8D%B3%E6%99%82%E5%BD%B1%E5%83%8F
台北象山,https://www.youtube.com/watch?v=z_fY1pj1VBw&ab_channel=TaipeiTravelLiveCam%E5%8F%B0%E5%8C%97%E8%A7%80%E5%85%89%E5%8D%B3%E6%99%82%E5%BD%B1%E5%83%8F
台北大佳河滨公园,https://www.youtube.com/watch?v=fP4ecxfsJos&ab_channel=TaipeiTravelLiveCam%E5%8F%B0%E5%8C%97%E8%A7%80%E5%85%89%E5%8D%B3%E6%99%82%E5%BD%B1%E5%83%8F
台北剑潭山,https://www.youtube.com/watch?v=34h_Cy_n0Ok&ab_channel=TaipeiTravelLiveCam%E5%8F%B0%E5%8C%97%E8%A7%80%E5%85%89%E5%8D%B3%E6%99%82%E5%BD%B1%E5%83%8F
台北碧山,https://www.youtube.com/watch?v=uvwfYzwY8tg&ab_channel=TaipeiTravelLiveCam%E5%8F%B0%E5%8C%97%E8%A7%80%E5%85%89%E5%8D%B3%E6%99%82%E5%BD%B1%E5%83%8F
台北新店溪,https://www.youtube.com/watch?v=ew4YexmirVY&ab_channel=TaiwanTaipeiJacky
台北擎天岗草原,https://www.youtube.com/watch?v=MnODaP-1JaE&ab_channel=%E9%99%BD%E6%98%8E%E5%B1%B1%E5%9C%8B%E5%AE%B6%E5%85%AC%E5%9C%92
台北大屯自然公园,https://www.youtube.com/watch?v=6ghffcNt3Nw&ab_channel=%E9%99%BD%E6%98%8E%E5%B1%B1%E5%9C%8B%E5%AE%B6%E5%85%AC%E5%9C%92
新北碧潭吊桥,https://www.youtube.com/@CGNEWS8888/live
新北淡水渔人码头,https://www.youtube.com/watch?v=xwAWSh35uuw&ab_channel=%E6%96%B0%E5%8C%97%E6%97%85%E5%AE%A2NewTaipeiTour
新北淡水渡船码头,https://www.youtube.com/watch?v=LemCOTFVcWs&ab_channel=%E7%B4%85%E6%A8%B9%E6%9E%97%E6%9C%89%E7%B7%9A%E9%9B%BB%E8%A6%96
新北九份,https://www.youtube.com/watch?v=XSD5ptYisw8&ab_channel=%E6%96%B0%E5%8C%97%E6%97%85%E5%AE%A2NewTaipeiTour
新北烘炉地,https://www.youtube.com/watch?v=xxMRjVwCQ3o&ab_channel=%E6%96%B0%E5%8C%97%E6%97%85%E5%AE%A2NewTaipeiTour
新北福隆海水浴场,https://www.youtube.com/watch?v=IomOVaMxuKo&ab_channel=necoastnsa
新北野柳,https://www.youtube.com/@user-bg1ki4yf5s/live
桃园国际机场,https://www.youtube.com/watch?v=91PfFoqvuUk&ab_channel=%E6%A1%83%E5%9C%92%E6%99%BA%E6%85%A7%E6%97%85%E9%81%8A%E9%9B%B2TaoyuanTravel
桃园慈湖水岸,https://www.youtube.com/watch?v=pSQ0e-ZTZ5g&ab_channel=%E6%A1%83%E5%9C%92%E6%99%BA%E6%85%A7%E6%97%85%E9%81%8A%E9%9B%B2TaoyuanTravel
桃园大溪桥,https://www.youtube.com/watch?v=oFJ6gCaBb_Q&ab_channel=%E6%A1%83%E5%9C%92%E6%99%BA%E6%85%A7%E6%97%85%E9%81%8A%E9%9B%B2TaoyuanTravel
桃园石门水库,https://www.youtube.com/watch?v=GUCaVR88ZFU&ab_channel=%E6%A1%83%E5%9C%92%E6%99%BA%E6%85%A7%E6%97%85%E9%81%8A%E9%9B%B2TaoyuanTravel
桃园三龟戏水,https://www.youtube.com/watch?v=5YDXZ1aiR5Y&ab_channel=%E6%A1%83%E5%9C%92%E6%99%BA%E6%85%A7%E6%97%85%E9%81%8A%E9%9B%B2TaoyuanTravel
桃园角板山,https://www.youtube.com/watch?v=3Za9y4z_Lzc&ab_channel=%E6%A1%83%E5%9C%92%E6%99%BA%E6%85%A7%E6%97%85%E9%81%8A%E9%9B%B2TaoyuanTravel
桃园角板山梅园,https://www.youtube.com/watch?v=-xT1bZhWLuU&ab_channel=%E6%A1%83%E5%9C%92%E6%99%BA%E6%85%A7%E6%97%85%E9%81%8A%E9%9B%B2TaoyuanTravel
桃园虎头山,https://www.youtube.com/watch?v=tu_gsIkNt-w&ab_channel=%E6%A1%83%E5%9C%92%E6%99%BA%E6%85%A7%E6%97%85%E9%81%8A%E9%9B%B2TaoyuanTravel
竹苗汶水,https://www.youtube.com/watch?v=Swm_wVKOlIQ&ab_channel=%E9%9B%AA%E9%9C%B8%E5%9C%8B%E5%AE%B6%E5%85%AC%E5%9C%92Shei-PaNationalPark
台中梨山樱缘丘,https://www.youtube.com/watch?v=L0fZTs72jmg&ab_channel=%E4%BA%A4%E9%80%9A%E9%83%A8%E8%A7%80%E5%85%89%E5%B1%80-%E5%8F%83%E5%B1%B1%E9%A2%A8%E7%AE%A1%E8%99%95
台中梨山揽胜楼,https://www.youtube.com/watch?v=XWlIcYSFfVA&ab_channel=%E4%BA%A4%E9%80%9A%E9%83%A8%E8%A7%80%E5%85%89%E5%B1%80-%E5%8F%83%E5%B1%B1%E9%A2%A8%E7%AE%A1%E8%99%95
台中高美湿地,https://www.youtube.com/watch?v=fjhg3gAnMFg&ab_channel=%E5%A4%A7%E7%8E%A9%E5%8F%B0%E4%B8%AD-%E8%87%BA%E4%B8%AD%E8%A7%80%E5%85%89%E6%97%85%E9%81%8A%E5%B1%80
台中望高寮,https://www.youtube.com/watch?v=lhXXhDyjFtI&ab_channel=%E5%A4%A7%E7%8E%A9%E5%8F%B0%E4%B8%AD-%E8%87%BA%E4%B8%AD%E8%A7%80%E5%85%89%E6%97%85%E9%81%8A%E5%B1%80
南投合欢山武岭亭,https://www.youtube.com/watch?v=2lVMTs_Fj0M&ab_channel=%E5%8F%B0%E7%81%A3%E5%8D%B3%E6%99%82%E5%BD%B1%E5%83%8F%E7%9B%A3%E8%A6%96%E5%99%A8
南投清境的星空,https://www.youtube.com/@familystar123/live
南投九蛙伊达邵,https://www.youtube.com/@user-yc9yq9pk3g/live
彰化溪湖羊葡小镇,https://www.youtube.com/@feng52/live
彰化八卦山大佛,https://www.youtube.com/@changhua_travels/live
云嘉阿里山国家森林游乐区,https://www.youtube.com/@alishanchiayi8724/live
云嘉奋起湖,https://www.youtube.com/watch?v=jXcy8dmGYqg&ab_channel=%E4%BA%A4%E9%80%9A%E9%83%A8%E8%A7%80%E5%85%89%E5%B1%80%E9%98%BF%E9%87%8C%E5%B1%B1%E5%9C%8B%E5%AE%B6%E9%A2%A8%E6%99%AF%E5%8D%80%E7%AE%A1%E7%90%86%E8%99%95
云嘉太平云梯,https://www.youtube.com/watch?v=dY2cRNr5Buw&ab_channel=%E4%BA%A4%E9%80%9A%E9%83%A8%E8%A7%80%E5%85%89%E5%B1%80%E9%98%BF%E9%87%8C%E5%B1%B1%E5%9C%8B%E5%AE%B6%E9%A2%A8%E6%99%AF%E5%8D%80%E7%AE%A1%E7%90%86%E8%99%95
云嘉二延平步道,https://www.youtube.com/watch?v=j2L_559nCjc&ab_channel=%E4%BA%A4%E9%80%9A%E9%83%A8%E8%A7%80%E5%85%89%E5%B1%80%E9%98%BF%E9%87%8C%E5%B1%B1%E5%9C%8B%E5%AE%B6%E9%A2%A8%E6%99%AF%E5%8D%80%E7%AE%A1%E7%90%86%E8%99%95
云嘉里佳资讯站,https://www.youtube.com/watch?v=zDt8FBPozZQ&ab_channel=%E4%BA%A4%E9%80%9A%E9%83%A8%E8%A7%80%E5%85%89%E5%B1%80%E9%98%BF%E9%87%8C%E5%B1%B1%E5%9C%8B%E5%AE%B6%E9%A2%A8%E6%99%AF%E5%8D%80%E7%AE%A1%E7%90%86%E8%99%95
云嘉生力农场,https://www.youtube.com/watch?v=agEzlv9n9Eg&ab_channel=%E4%BA%A4%E9%80%9A%E9%83%A8%E8%A7%80%E5%85%89%E5%B1%80%E9%98%BF%E9%87%8C%E5%B1%B1%E5%9C%8B%E5%AE%B6%E9%A2%A8%E6%99%AF%E5%8D%80%E7%AE%A1%E7%90%86%E8%99%95
云嘉阿里山石棹,https://www.youtube.com/@powerfull168/live
台南黄金海岸,https://www.youtube.com/watch?v=yeoV-wBdoxQ&ab_channel=%E6%B0%B4%E5%88%A9%E7%BD%B2%E6%B0%B4%E5%88%A9%E9%98%B2%E7%81%BD%E4%B8%AD%E5%BF%83
台南井仔脚瓦盘盐田,https://www.youtube.com/@user-yu5ng3om9q/live
台南台江公园,https://www.youtube.com/watch?v=UcTGee9_epA&ab_channel=%E5%8F%B0%E6%B1%9F%E5%9C%8B%E5%AE%B6%E5%85%AC%E5%9C%92%E7%AE%A1%E7%90%86%E8%99%95
高雄旗津海水浴场,https://www.youtube.com/watch?v=ka7FV0sCvxQ&ab_channel=%E9%AB%98%E9%9B%84%E6%97%85%E9%81%8A%E7%B6%B2
高雄灯塔,https://www.youtube.com/watch?v=HqrPgNErSOA&ab_channel=Ship
高雄流行音乐中心,https://www.youtube.com/watch?v=wpcjpMJTTyE&ab_channel=%E5%89%B5%E6%96%B0%E8%81%9E
高雄宝山部落,https://www.youtube.com/watch?v=pdOKpbAoa6U&ab_channel=%E8%8C%82%E6%9E%97%E5%9C%8B%E5%AE%B6%E9%A2%A8%E6%99%AF%E5%8D%80
高雄寿山情人观景台,https://www.youtube.com/watch?v=C03Itx8iSC0&ab_channel=%E9%AB%98%E9%9B%84%E6%97%85%E9%81%8A%E7%B6%B2
高雄2号码头栈贰库,https://www.youtube.com/watch?v=lp5Op-dqsjY&ab_channel=%E6%A3%A7%E8%B2%B3%E5%BA%ABKW2
高雄龙头山,https://www.youtube.com/watch?v=k5_18pHN_kU&ab_channel=%E8%8C%82%E6%9E%97%E5%9C%8B%E5%AE%B6%E9%A2%A8%E6%99%AF%E5%8D%80
高雄莲池潭,https://www.youtube.com/watch?v=dCycHSYZBmg&ab_channel=%E9%AB%98%E9%9B%84%E6%97%85%E9%81%8A%E7%B6%B2
高雄彩虹山大佛,https://www.youtube.com/watch?v=7ky2opL78hg&ab_channel=%E8%8C%82%E6%9E%97%E5%9C%8B%E5%AE%B6%E9%A2%A8%E6%99%AF%E5%8D%80
高雄谛愿寺,https://www.youtube.com/watch?v=9kg8OKHy3so&ab_channel=%E8%8C%82%E6%9E%97%E5%9C%8B%E5%AE%B6%E9%A2%A8%E6%99%AF%E5%8D%80
高雄桃花心木步道,https://www.youtube.com/watch?v=d8EEgn-AFsY&ab_channel=%E8%8C%82%E6%9E%97%E5%9C%8B%E5%AE%B6%E9%A2%A8%E6%99%AF%E5%8D%80
屏东旧排湾,https://www.youtube.com/watch?v=uB4i99l7amU&ab_channel=%E8%8C%82%E6%9E%97%E5%9C%8B%E5%AE%B6%E9%A2%A8%E6%99%AF%E5%8D%80
屏东礼纳里,https://www.youtube.com/watch?v=qCxsJjIpnkc&ab_channel=%E8%8C%82%E6%9E%97%E5%9C%8B%E5%AE%B6%E9%A2%A8%E6%99%AF%E5%8D%80
屏东南湾,https://www.youtube.com/watch?v=Dl1N4LXuDgU&ab_channel=%E6%88%91%E6%84%9B%E5%A2%BE%E4%B8%81%E6%97%85%E9%81%8A%E7%A5%A8%E5%88%B8%E4%B8%AD%E5%BF%83
屏东龙銮潭,https://www.youtube.com/@thesouth.2022/live
屏东船帆石沙滩,https://www.youtube.com/watch?v=3Wb_Lgw7Ltc&ab_channel=ktnpworld
宜兰外澳沙滩远眺龟山岛,https://www.youtube.com/watch?v=uY5La1BfO6s&ab_channel=necoastnsa
宜兰内埤海滩情人湾,https://www.youtube.com/watch?v=xyJQeYBqngA&ab_channel=%E4%B8%89%E5%B9%B4%E4%BA%8C%E7%8F%AD%E7%B4%94%E7%9C%9F%E8%89%AF%E9%A3%B2
花东七星潭,https://www.youtube.com/watch?v=tWdI0YfY93Y&ab_channel=%E6%B0%B4%E5%88%A9%E7%BD%B2%E6%B0%B4%E5%88%A9%E9%98%B2%E7%81%BD%E4%B8%AD%E5%BF%83
花东忘忧亭,https://www.youtube.com/watch?v=Ic6hqus0tjA&ab_channel=%E6%B0%B4%E5%88%A9%E7%BD%B2%E6%B0%B4%E5%88%A9%E9%98%B2%E7%81%BD%E4%B8%AD%E5%BF%83
花东三仙台,https://www.youtube.com/watch?v=dQ7Sd6PGLdA&ab_channel=%E6%9D%B1%E9%83%A8%E6%B5%B7%E5%B2%B8%E5%9C%8B%E5%AE%B6%E9%A2%A8%E6%99%AF%E7%AE%A1%E7%90%86%E8%99%95
花东多良车站,https://www.youtube.com/watch?v=UCG1aXVO8H8&ab_channel=TaitungAmazing
花东长虹桥,https://www.youtube.com/watch?v=JnD8Rk3o0BM&ab_channel=%E6%9D%B1%E9%83%A8%E6%B5%B7%E5%B2%B8%E5%9C%8B%E5%AE%B6%E9%A2%A8%E6%99%AF%E7%AE%A1%E7%90%86%E8%99%95
花东加路兰游憩区,https://www.youtube.com/watch?v=AKl3F6cAY2Q&ab_channel=%E6%9D%B1%E9%83%A8%E6%B5%B7%E5%B2%B8%E5%9C%8B%E5%AE%B6%E9%A2%A8%E6%99%AF%E7%AE%A1%E7%90%86%E8%99%95
花东华源曙光观景台,https://www.youtube.com/watch?v=TY4qQElcUrA&ab_channel=TaitungAmazing
花东杉原湾,https://www.youtube.com/watch?v=VqS_Y8ZCj6M&ab_channel=TaitungAmazing
花东石梯坪,https://www.youtube.com/watch?v=mXnigLvIL0Q&ab_channel=%E6%9D%B1%E9%83%A8%E6%B5%B7%E5%B2%B8%E5%9C%8B%E5%AE%B6%E9%A2%A8%E6%99%AF%E7%AE%A1%E7%90%86%E8%99%95
花东大石鼻山,https://www.youtube.com/watch?v=JkoXcXI04Qk&ab_channel=%E6%9D%B1%E9%83%A8%E6%B5%B7%E5%B2%B8%E5%9C%8B%E5%AE%B6%E9%A2%A8%E6%99%AF%E7%AE%A1%E7%90%86%E8%99%95
花东富山海域,https://www.youtube.com/watch?v=Rsq95SQ26bY&ab_channel=TaitungAmazing
花东鲤鱼潭,https://www.youtube.com/watch?v=29H5j3EsV3Q&ab_channel=ervnsa
花东赤科山,https://www.youtube.com/watch?v=5GTFLN9gZrc&ab_channel=ervnsa
花东鹿野高台,https://www.youtube.com/watch?v=rvc1klNIgQc&ab_channel=ervnsa
花东绿岛帆船鼻,https://www.youtube.com/watch?v=pLdBc8PvZko&ab_channel=%E6%9D%B1%E9%83%A8%E6%B5%B7%E5%B2%B8%E5%9C%8B%E5%AE%B6%E9%A2%A8%E6%99%AF%E7%AE%A1%E7%90%86%E8%99%95
金门建功屿,https://www.youtube.com/watch?v=uh_yNAE01w8&ab_channel=%E6%A8%82%E9%81%8A%E9%87%91%E9%96%80
金门134高地,https://www.youtube.com/watch?v=-srNHTE-Nf0&ab_channel=%E6%A8%82%E9%81%8A%E9%87%91%E9%96%80
东京都新宿,https://www.youtube.com/watch?v=lA6TaaMGgDo&ab_channel=%E3%82%A4%E3%83%B3%E3%83%95%E3%82%A9%E6%96%B0%E5%AE%BFchannel
东京都新宿歌舞伎町,https://www.youtube.com/watch?v=DjdUEyjx8GM&ab_channel=%E6%AD%8C%E8%88%9E%E4%BC%8E%E7%94%BA%E3%83%A9%E3%82%A4%E3%83%96%E3%81%A1%E3%82%83%E3%82%93%E3%81%AD%E3%82%8B%E3%80%8EKabukichoLiveChannel%E3%80%8F
歌舞伎町,https://www.youtube.com/watch?v=EHkMjfMw7oU&list=PLhEMBf4e2Cl2ph7PUUQ738H4xE2Y6_dCP&index=2&ab_channel=KABUKICHO
长野皇家酒店,https://www.youtube.com/watch?v=HvJdPF46kak&ab_channel=%E3%83%81%E3%83%A3%E3%83%B3%E3%83%8D%E3%83%ABINC%E9%95%B7%E9%87%8E%E3%80%90%E5%85%AC%E5%BC%8F%E3%80%91
淡路岛,https://www.youtube.com/watch?v=lsxYH2XQQCg&list=PLhEMBf4e2Cl2ph7PUUQ738H4xE2Y6_dCP&index=5&ab_channel=%E6%B7%A1%E8%B7%AF%E3%82%B6%E3%83%AB
河津町,https://www.youtube.com/watch?v=Xn7YQxxC5R0&list=PLhEMBf4e2Cl2ph7PUUQ738H4xE2Y6_dCP&index=7&ab_channel=KawazuLiveCam
丸沼高原滑雪场1,https://www.youtube.com/watch?v=cqvEOhOzN2o&list=PLhEMBf4e2Cl2ph7PUUQ738H4xE2Y6_dCP&index=13&ab_channel=MARUNUMA
丸沼高原滑雪场2,https://www.youtube.com/watch?v=DUS5L5w3t3U&list=PLhEMBf4e2Cl2ph7PUUQ738H4xE2Y6_dCP&index=14&ab_channel=MARUNUMA
武藏御岳神社,https://www.youtube.com/watch?v=1vdmvnXnkQ4&ab_channel=%E9%9D%92%E6%A2%85%E5%B8%82%E8%A6%B3%E5%85%89%E5%8D%94%E4%BC%9A
山梨县身延町,https://www.youtube.com/watch?v=54NpKx_efis&ab_channel=%E8%BA%AB%E5%BB%B6%E4%B8%83%E9%9D%A2%E5%B1%B1%E3%83%A9%E3%82%A4%E3%83%96%E3%82%AB%E3%83%A1%E3%83%A9
东京4K全景,https://www.youtube.com/watch?v=8i9ltzhq80s&list=PLhEMBf4e2Cl2ph7PUUQ738H4xE2Y6_dCP&index=42&ab_channel=TokyoSkyline
函馆山,https://www.youtube.com/watch?v=s--MDmshT3I&ab_channel=%EF%BC%A6%EF%BC%AD%E3%81%84%E3%82%8B%E3%81%8B
富士山,https://www.youtube.com/watch?v=Sv9hcJ3k5h4&ab_channel=%E3%83%95%E3%82%B8%E3%83%A4%E3%83%9ENAVI
东京新宿,https://www.youtube.com/watch?v=6bPfX9m7wVU&ab_channel=%E3%83%86%E3%82%A4%E3%82%B1%E3%82%A4%E5%85%AC%E5%BC%8F%E3%83%81%E3%83%A3%E3%83%B3%E3%83%8D%E3%83%AB
新宿歌舞伎町,https://www.youtube.com/watch?v=gFRtAAmiFbE&ab_channel=%E6%AD%8C%E8%88%9E%E4%BC%8E%E7%94%BA%E3%83%A9%E3%82%A4%E3%83%96%E3%81%A1%E3%82%83%E3%82%93%E3%81%AD%E3%82%8B2%E3%80%8EKabukichoLiveChannelII%E3%80%8F
新宿駅前,https://www.youtube.com/watch?v=jX-R40_mLe4&ab_channel=TBSNEWSDIGPoweredbyJNN
涩谷路口,https://www.youtube.com/watch?v=Lfl2Nj_QRXU&ab_channel=FNN%E3%83%97%E3%83%A9%E3%82%A4%E3%83%A0%E3%82%AA%E3%83%B3%E3%83%A9%E3%82%A4%E3%83%B3
浅草 雷门前,https://www.youtube.com/watch?v=8oxK2mrDxhQ&ab_channel=TBSNEWSDIGPoweredbyJNN
浅草寺院内(前),https://www.youtube.com/watch?v=nOk4cd0kkp8&ab_channel=%E5%AE%97%E6%95%99%E6%B3%95%E4%BA%BA%E6%B5%85%E8%8D%89%E5%AF%BA%E5%85%AC%E5%BC%8F%E3%83%81%E3%83%A3%E3%83%B3%E3%83%8D%E3%83%AB%28SensojiTemple%29
浅草寺院内(内),https://www.youtube.com/watch?v=nOk4cd0kkp8&ab_channel=%E5%AE%97%E6%95%99%E6%B3%95%E4%BA%BA%E6%B5%85%E8%8D%89%E5%AF%BA%E5%85%AC%E5%BC%8F%E3%83%81%E3%83%A3%E3%83%B3%E3%83%8D%E3%83%AB%28SensojiTemple%29
草津温泉,https://www.youtube.com/watch?v=GrEEoEmmrKs&ab_channel=%E8%8D%89%E6%B4%A5%E6%B8%A9%E6%B3%89WEB%E3%82%AB%E3%83%A1%E3%83%A9
 
自然科学,#genre#
台湾天气丶雨量丶温度即时观测,https://www.youtube.com/watch?v=uJ0qphngvg0&ab_channel=%E7%A6%BF%E9%B7%B9%E3%80%8ATaiwan%E3%80%8BFormosa
台湾地震监视,https://www.youtube.com/watch?v=Owke6Quk7T0&ab_channel=%E5%8F%B0%E7%81%A3%E5%9C%B0%E9%9C%87%E7%9B%A3%E8%A6%96
台湾日本地震监视,https://www.youtube.com/@yoyo_0901/live
日本地震监视,https://www.youtube.com/watch?v=7FWR3NcNFAc&ab_channel=teeFive
韩国和日本地震监视,https://www.youtube.com/watch?v=DS21DlNGJEA&ab_channel=%EC%A7%80%EC%A7%84%EA%B4%80%EC%B8%A1%EC%B1%84%EB%84%90JpnKorEarthquake
NASA TV 官方直播,https://www.youtube.com/watch?v=21X5lGlDOfg&ab_channel=NASA
太空环境音乐,https://www.youtube.com/watch?v=tNkZsRW7h2c&ab_channel=RelaxationAmbientMusic
国家地理野生频道(外语),https://www.youtube.com/watch?v=bk8tURXfNIk&ab_channel=WildEarth
抓捕走私犯|国家地理频道,https://www.youtube.com/watch?v=gsA3-3_Cl8s&ab_channel=NationalGeographic
内罗毕国家公园,https://www.youtube.com/watch?v=8jmHyQ9C7aE&ab_channel=DreamM%C3%BAsica
前10名•大猎人,https://www.youtube.com/watch?v=vQP8AwAFzI8&ab_channel=12KScenicRelaxation
前50名•世界上最美丽的地方,https://www.youtube.com/watch?v=Rse-E5tARaY&ab_channel=12KScenicRelaxation
珊瑚礁与五颜六色的海洋生物,https://www.youtube.com/watch?v=1cQoYBb0Xow&ab_channel=12KScenicRelaxation
飞越义大利,https://www.youtube.com/watch?v=VJLaSy0hlVI&ab_channel=4KScenicRelaxation
飞越天堂,https://www.youtube.com/watch?v=s5HaC2hk_b8&ab_channel=4KScenicRelaxation
  
学习资讯,#genre#
听力练习Level 1|美式英语会话,https://www.youtube.com/watch?v=F8gbJUXaeo0&ab_channel=ABCLearningEnglish
听力练习Level 2|美式英语会话,https://www.youtube.com/watch?v=vuTY4FDAbpA&ab_channel=ABCLearningEnglish
听力练习Level 3|美式英语会话,https://www.youtube.com/watch?v=06bk6jovtUU&ab_channel=ABCLearningEnglish
听力练习Level 4|美式英语会话,https://www.youtube.com/watch?v=OXmnrfj2ERc&ab_channel=ABCLearningEnglish
日常英语会话练习问答|提高词汇量1,https://www.youtube.com/watch?v=0_A9J3q3SrE&ab_channel=ABCLearningEnglish
日常英语会话练习问答|提高词汇量2,https://www.youtube.com/watch?v=jsDtKdLupQ8&ab_channel=ABCLearningEnglish
美式英语听力练习|提高听力,https://www.youtube.com/watch?v=ULB1D1qc71A&ab_channel=ABCLearningEnglish

GOOD系列,#genre#
GOOD好消息,http://live.streamingfast.net/osmflivech1.m3u8
GOOD2真理台,http://live.streamingfast.net/osmflivech2.m3u8
GOOD真情部落格,http://live.streamingfast.net/osmflivech3.m3u8
GOOD共享观点,http://live.streamingfast.net/osmflivech5.m3u8
GOOD经典音乐,http://live.streamingfast.net/osmflivech6.m3u8
GOOD祷告大军,http://live.streamingfast.net/osmflivech7.m3u8
GOOD幸福学堂,http://live.streamingfast.net/osmflivech8.m3u8
GOOD爱+好医生,http://live.streamingfast.net/osmflivech9.m3u8
